1,158,87.36950712290572
2,167,107.53746858276976
3,66,31.75907130869028
4,244,65.32666496994293
5,194,143.04423671074719
6,58,33.11198571666473
7,127,46.076235576393586
8,124,96.70507070955085
9,66,49.45333241328612
10,142,30.29826344701801
11,151,111.1186835312889
12,58,3.7528038513862323
13,245,36.44727484764277
14,322,69.95587665251065
15,61,11.722113396768544
16,207,36.054570910452874
17,158,94.77476735915644
18,59,12.703878397118302
19,158,13.124851415195565
20,337,2.9273565298013433
21,301,81.97526717239852
22,208,111.215014291567
23,128,34.47546611702078
24,133,77.78898108302937
25,80,56.128120022434054
26,278,166.45266504776293
27,259,32.80981396481359
28,338,148.61866786777213
29,302,236.43728860822088
30,90,56.33779684494732
31,63,26.530833160622755
32,222,29.140136995802237
33,303,183.2106991468982
34,235,135.0562034335793
35,74,15.683241765396655
